图像路径,标注类别ID,标注类别名称,top-1-预测ID,top-1-预测名称,top-2-预测ID,top-2-预测名称,top-3-预测ID,top-3-预测名称,top-n预测正确,乌鸦-预测置信度,乌龟-预测置信度,仓鼠-预测置信度,企鹅-预测置信度,兔子-预测置信度,刺猬-预测置信度,啄木鸟-预测置信度,土狼-预测置信度,大猩猩-预测置信度,大象-预测置信度,奶牛-预测置信度,山羊-预测置信度,斑马-预测置信度,松鼠-预测置信度,毛毛虫-预测置信度,水母-预测置信度,水獭-预测置信度,河马-预测置信度,浣熊-预测置信度,海星-预测置信度,海豚-预测置信度,海豹-预测置信度,海马-预测置信度,火烈鸟-预测置信度,火鸡-预测置信度,熊-预测置信度,熊猫-预测置信度,牛-预测置信度,牡蛎-预测置信度,犀牛-预测置信度,犀鸟-预测置信度,狐狸-预测置信度,狗-预测置信度,狮子-预测置信度,狼-预测置信度,猩猩-预测置信度,猪-预测置信度,猫-预测置信度,猫头鹰-预测置信度,獾-预测置信度,瓢虫-预测置信度,甲虫-预测置信度,章鱼-预测置信度,羊-预测置信度,羚羊-预测置信度,老虎-预测置信度,老鼠-预测置信度,考拉-预测置信度,苍蝇-预测置信度,蚊子-预测置信度,蚱蜢-预测置信度,蛇-预测置信度,蛾-预测置信度,蜂鸟-预测置信度,蜜蜂-预测置信度,蜥蜴-预测置信度,蜻蜓-预测置信度,蝙蝠-预测置信度,蝴蝶-预测置信度,蟑螂-预测置信度,蟹-预测置信度,袋熊-预测置信度,袋鼠-预测置信度,豪猪-预测置信度,豹-预测置信度,负鼠-预测置信度,野牛-预测置信度,野猪-预测置信度,金鱼-预测置信度,霍加皮-预测置信度,马-预测置信度,驯鹿-预测置信度,驴-预测置信度,鬣狗-预测置信度,鱿鱼-预测置信度,鲨鱼-预测置信度,鲸鱼-预测置信度,鸭-预测置信度,鸽子-预测置信度,鹅-预测置信度,鹈鹕-预测置信度,鹦鹉-预测置信度,鹬-预测置信度,鹰-预测置信度,鹿-预测置信度,麻雀-预测置信度,黑猩猩-预测置信度,鼠-预测置信度,龙虾-预测置信度
animals_split\val\猩猩\1a50f424fa.jpg,35,猩猩,35.0,猩猩,8.0,大猩猩,25.0,熊,1.0,1.0263852e-05,0.00022947926,7.81886e-05,3.2618907e-06,2.8577968e-05,0.00018247345,0.00081675965,2.52666e-05,0.019453136,3.1838612e-05,0.00023847328,0.00013390067,3.0569047e-06,0.0036482129,9.942855e-05,4.198128e-06,0.00014015751,1.1356759e-05,0.003324837,0.00023879987,1.2617455e-06,1.4936829e-06,2.1403031e-05,8.094392e-05,8.505268e-06,0.01394471,0.0008279943,0.00075131067,1.4706596e-05,3.9015304e-06,0.0011971616,0.0024136705,0.0018331296,0.0002301462,0.000120201905,0.91901076,1.4463687e-05,0.00018720946,0.00029045247,0.0011286336,3.8282597e-05,2.3341145e-05,0.010050072,2.3227885e-06,2.039658e-05,0.0035824524,1.6323435e-06,0.00016921498,3.4479963e-05,7.2980987e-07,1.8643022e-05,1.3283983e-05,2.91217e-05,2.77314e-06,0.000104514824,6.25095e-05,7.024888e-05,0.005480893,4.6851485e-05,1.25127535e-05,9.62905e-06,9.195173e-05,4.192469e-05,0.002413353,8.440271e-06,0.00012877128,0.0009002789,5.646897e-05,5.4178832e-05,0.0012888148,8.7633576e-05,1.0369213e-05,6.5817054e-05,1.1815706e-05,0.0009349071,1.6589564e-05,3.3454758e-06,4.9479793e-05,2.3078908e-06,1.1047485e-06,0.00026141683,0.0016049015,3.1726145e-08,1.29794535e-05,2.3812021e-05,2.389993e-05,0.0010330601,6.6474735e-05,0.00024824956
animals_split\val\猩猩\34d8aa4545.jpg,35,猩猩,35.0,猩猩,86.0,黑猩猩,8.0,大猩猩,1.0,3.6256708e-08,7.490584e-07,5.9467173e-09,8.833685e-09,3.7309056e-07,1.2439519e-08,1.6391e-08,9.420457e-10,0.0005325251,1.3734636e-07,2.5870834e-06,4.433764e-07,2.6123045e-08,1.0630905e-06,3.1021706e-08,1.5726366e-09,3.4274856e-06,2.5180216e-06,2.394244e-07,3.140307e-08,5.5793137e-08,2.3190034e-07,6.624657e-10,1.1611571e-08,5.371284e-07,1.8324239e-06,3.358768e-07,9.515302e-06,2.2709725e-09,3.086057e-06,1.1372854e-06,1.2103898e-07,1.5127587e-06,1.1128137e-06,2.5123006e-08,0.99781215,5.4878505e-08,5.5463797e-08,9.4927105e-07,1.5385554e-07,3.5989107e-08,4.0871114e-07,4.419097e-06,9.05482e-09,6.2099656e-07,5.184213e-07,3.6552e-09,6.231408e-08,2.2585643e-07,6.268033e-10,5.8439453e-09,1.6502174e-08,6.448277e-07,2.7157023e-09,9.58089e-08,1.35141e-08,4.6018062e-07,3.8986122e-06,2.7988855e-07,1.0456106e-07,1.8727718e-08,3.2348768e-07,2.4840747e-07,6.077728e-07,1.1999372e-08,2.7351405e-08,6.3166885e-06,4.2194694e-07,6.1535816e-09,2.2232814e-05,4.3367995e-06,3.4335542e-08,3.1773393e-06,3.377156e-09,2.1133722e-07,4.9363273e-08,5.0850226e-09,2.6346532e-07,3.6262378e-08,5.7309276e-08,1.5112091e-07,2.481223e-08,6.2649375e-10,3.2382857e-08,1.988293e-07,3.1966744e-07,0.0015719219,9.7936015e-09,7.852497e-09
animals_split\val\猩猩\5ec0c80431.jpg,35,猩猩,35.0,猩猩,86.0,黑猩猩,57.0,蝙蝠,1.0,3.0969633e-05,7.375404e-06,1.0630776e-05,1.2509598e-06,0.00015032779,4.7003923e-05,8.814429e-05,7.1312564e-07,0.0011260079,5.5068754e-06,5.84419e-05,4.681857e-05,8.008804e-06,0.00096262334,1.9499452e-05,2.0082516e-06,1.8610306e-05,0.00036175366,3.2703745e-05,1.1304753e-05,5.7565067e-06,6.189365e-05,6.41189e-06,3.1283962e-05,5.903312e-06,7.7335935e-05,5.9362646e-06,2.6237705e-05,1.5569398e-06,9.03373e-05,0.00278721,0.00012774786,2.4400366e-05,2.9823052e-05,6.002987e-06,0.8185764,7.802303e-05,0.00018068742,0.0007640387,1.1145091e-05,1.05873205e-05,2.8977256e-05,0.0012313466,3.9886027e-06,2.1938852e-06,2.804017e-05,2.195257e-05,0.00081969384,4.5003773e-05,4.18396e-06,1.1839362e-05,5.31947e-07,0.00029630458,1.6593805e-05,5.3687792e-05,4.8630758e-05,0.00015137093,0.018145284,0.00020909838,1.12664375e-05,5.0705785e-06,5.580528e-05,4.1096784e-05,0.00058133085,8.829299e-06,5.9353904e-05,2.2631197e-05,2.7165544e-05,4.7965837e-05,0.00032724914,8.736324e-05,1.3973533e-05,2.7853444e-05,1.8801692e-06,5.3888412e-05,9.1319e-06,6.351126e-07,1.5216705e-05,1.0193551e-05,2.092343e-05,0.0001728496,0.00014824678,4.1268257e-07,4.4283664e-05,2.2866127e-05,8.352365e-05,0.15105848,9.1768e-06,1.4188075e-05
animals_split\val\猩猩\66c7f125bc.jpg,35,猩猩,35.0,猩猩,86.0,黑猩猩,38.0,猫头鹰,1.0,2.4945374e-10,3.1008188e-08,2.3472352e-10,1.1208182e-09,5.9305245e-09,4.1644954e-09,1.9585846e-08,7.0589407e-10,1.4028607e-06,1.8084353e-09,8.511486e-08,1.7143499e-08,4.1563855e-09,1.4253376e-07,3.6956658e-09,4.6979026e-10,1.8824426e-08,1.8714995e-07,1.5423476e-08,2.5586843e-08,2.3711209e-09,7.4393e-08,3.2986233e-10,7.3664106e-09,2.7692197e-09,7.428139e-07,1.0962781e-08,2.3575043e-07,9.236795e-10,5.6293555e-08,3.7692504e-07,1.8022037e-08,4.2958513e-07,3.09855e-07,2.7461293e-09,0.999964,2.5449296e-08,4.8208317e-08,3.2709129e-06,2.775646e-08,2.2474824e-08,2.6482216e-08,9.454213e-07,2.0040694e-10,1.8448644e-08,1.00214464e-07,6.723068e-11,4.3060542e-08,5.350981e-09,1.1346287e-10,9.5215e-10,3.6215303e-10,2.0004616e-07,1.1814086e-09,2.529404e-09,1.0145182e-08,1.1644478e-07,5.262985e-07,1.8355797e-07,2.3272035e-08,4.5600577e-09,5.3885618e-08,4.777223e-09,4.4783284e-09,4.247775e-09,1.1872321e-09,2.3537076e-07,5.6498974e-09,1.3996066e-08,4.80242e-07,1.2858739e-07,9.04181e-10,1.1864534e-07,2.3889886e-09,1.3852087e-07,1.8383345e-08,1.062273e-09,4.559669e-08,3.6814687e-09,6.0845173e-09,1.4893108e-08,5.995093e-08,3.9248462e-11,9.524266e-09,2.2059256e-08,2.9331432e-08,2.478216e-05,2.8445009e-11,3.36836e-08
animals_split\val\猩猩\67ff3b16f9.jpg,35,猩猩,35.0,猩猩,86.0,黑猩猩,8.0,大猩猩,1.0,7.276226e-10,2.062075e-08,1.209727e-09,5.1684688e-11,4.348344e-08,9.1167585e-10,2.1718435e-10,4.620269e-11,1.7937281e-06,1.2693848e-09,4.1035e-08,1.3343959e-08,1.2753937e-09,6.422551e-08,1.8354287e-09,1.419568e-09,1.2824833e-08,3.42064e-08,1.9900983e-09,1.4600611e-09,2.3930973e-09,3.5550986e-08,5.4361086e-12,4.82823e-08,4.1283132e-09,1.2370645e-09,2.728815e-09,1.5974665e-06,1.4565002e-10,5.1506053e-08,2.4882864e-08,1.1401487e-08,4.1483716e-08,3.810278e-07,8.203517e-11,0.99995816,3.0548688e-09,2.5490683e-08,7.0730444e-08,6.4532557e-10,9.18891e-10,4.813956e-09,7.02769e-07,1.6638609e-10,8.9516604e-08,5.4589337e-09,8.851408e-11,1.1310451e-08,3.828815e-09,3.3273106e-10,2.512785e-09,8.1344e-11,4.5053344e-08,2.7150715e-10,5.565182e-08,1.5665635e-09,6.76487e-08,3.9474173e-07,2.969545e-09,7.088103e-08,5.09652e-10,4.710185e-10,3.7928086e-08,2.3551657e-08,1.5941994e-11,1.2964713e-10,3.5489943e-08,8.0789103e-10,2.3370106e-09,1.7022491e-07,1.1341106e-06,1.4243522e-09,2.1077962e-07,1.08084826e-10,7.936032e-07,1.9472235e-08,6.8779765e-10,5.334004e-09,3.924563e-10,2.1148916e-09,3.905905e-08,2.5136e-09,2.8404506e-11,4.140015e-09,2.291109e-09,4.765594e-08,3.3534445e-05,1.3407574e-10,8.9984026e-10
animals_split\val\猩猩\6af57cbe60.jpg,35,猩猩,35.0,猩猩,86.0,黑猩猩,8.0,大猩猩,1.0,2.8967806e-08,1.5092975e-06,5.715777e-08,2.2861472e-07,5.752594e-07,2.7913143e-06,2.6953845e-07,4.9098277e-09,0.0063563087,1.657259e-07,1.3438624e-06,4.7922373e-07,8.1057914e-07,5.587979e-06,6.0317836e-07,7.473831e-07,2.3996633e-06,3.13198e-05,5.281579e-06,6.4293175e-07,3.3354542e-07,5.740775e-06,5.1265122e-08,1.0433006e-06,2.3788182e-07,2.5154684e-06,9.298318e-07,1.5142465e-05,1.4187812e-07,3.201285e-05,2.3591878e-05,6.5217637e-07,9.925893e-07,1.4109107e-05,4.1451136e-07,0.7319699,4.4227572e-06,3.845293e-06,2.2755696e-05,9.0208556e-07,1.6972231e-07,9.11529e-07,0.00034504608,4.5787e-08,1.0877528e-07,7.176581e-07,1.7940128e-08,4.919486e-06,5.305889e-07,1.4031232e-08,1.4686422e-07,2.8839094e-07,1.7568238e-06,9.923934e-09,2.0002985e-07,2.147911e-07,8.577796e-06,0.00015158192,3.8512385e-06,1.0135394e-07,1.5803694e-07,3.0825734e-07,6.5617286e-07,6.402997e-06,7.918957e-07,3.2462472e-07,1.0027815e-06,9.734968e-07,1.0015174e-07,6.739348e-06,3.5774253e-06,1.8222062e-07,1.6174989e-06,6.7574646e-08,3.363728e-05,2.672284e-06,6.5449505e-08,4.6153792e-07,3.9419945e-07,1.10904814e-07,2.8426625e-06,7.58108e-07,4.482e-09,1.9472422e-07,6.90547e-07,1.521759e-06,0.2609034,5.1358855e-09,2.6238618e-07
animals_split\val\猩猩\76e83e0526.jpg,35,猩猩,35.0,猩猩,86.0,黑猩猩,8.0,大猩猩,1.0,6.464166e-07,2.6826217e-05,7.567963e-07,7.321765e-07,1.46516195e-05,3.0147046e-06,1.6011724e-06,1.6702253e-07,0.0014903555,4.596582e-06,1.6547596e-05,4.3387434e-05,4.782942e-07,9.1547736e-05,3.6435893e-06,9.506403e-07,3.2707572e-05,1.1491909e-05,5.4926888e-05,3.9948445e-06,2.477474e-06,3.3648772e-05,3.125303e-07,4.2959848e-05,2.0623734e-06,1.5276652e-05,5.488581e-06,9.277716e-05,3.7599398e-07,2.248458e-05,8.353741e-05,3.6443074e-05,0.00025638545,6.888344e-05,3.5134722e-06,0.9937651,8.746546e-06,8.19284e-06,2.2428576e-05,6.3390617e-06,1.1013274e-06,2.2257802e-06,0.0003276944,3.448666e-07,7.5060336e-05,8.745736e-06,3.4058561e-07,4.342926e-06,4.3268938e-06,2.126263e-07,9.552797e-07,2.3171353e-06,7.784177e-06,4.4213857e-07,2.3944049e-05,3.7154423e-06,6.8463664e-06,7.966893e-05,2.2086886e-06,1.4500339e-05,1.5323977e-06,4.9128053e-06,7.0257585e-05,3.2266584e-05,1.3862451e-06,1.0542889e-06,4.4599365e-05,3.4738769e-06,2.444462e-06,0.00013105107,0.0001369882,3.7685172e-06,2.9198169e-05,2.679442e-06,2.2398972e-05,5.601378e-06,3.488543e-07,8.489545e-06,8.722434e-07,1.4499406e-06,2.3752233e-05,2.1209114e-06,1.9762874e-07,2.8718296e-06,2.4476896e-05,8.438684e-06,0.0025821219,1.0203445e-06,2.9550588e-06
animals_split\val\猩猩\83bfd54148.jpg,35,猩猩,35.0,猩猩,86.0,黑猩猩,8.0,大猩猩,1.0,2.4011945e-07,1.0217941e-05,5.7475863e-06,1.4921316e-07,1.18464195e-05,0.0003854367,7.6985025e-06,4.3533205e-07,0.0031722318,7.4202305e-08,3.1915724e-06,2.0204134e-06,7.199961e-07,0.0009904609,1.5408117e-05,2.8188083e-07,8.54738e-06,2.4993665e-06,0.0006899525,8.18771e-06,1.1485742e-07,3.1286925e-06,1.8858419e-06,5.0864733e-06,2.64365e-07,1.0157393e-05,3.827274e-05,3.303115e-06,2.1266203e-07,4.011218e-06,0.0003113575,0.0011750554,7.5527154e-05,7.8139665e-06,1.5334228e-06,0.9850402,1.2737484e-06,1.792323e-05,2.1044158e-05,5.684237e-05,1.1027358e-06,2.1017913e-06,0.00013335448,2.1691534e-07,5.1525844e-06,6.317168e-06,1.5769682e-06,0.0006666433,1.4901033e-06,2.7098986e-07,5.793159e-07,5.2063058e-08,1.173474e-05,1.0717581e-06,5.5724762e-05,7.6217757e-06,7.760466e-06,0.0006800245,5.659628e-06,3.203107e-06,1.6645782e-06,8.533905e-07,1.7770697e-05,0.00060237694,1.3335651e-06,1.3177138e-05,3.3958656e-06,4.924486e-06,1.3359372e-05,2.8678278e-05,1.2859736e-06,6.530547e-07,2.878496e-06,3.4050206e-06,1.8131806e-05,1.4150014e-06,7.1715384e-08,7.408168e-06,2.1353081e-07,6.6229967e-07,3.429353e-05,3.8703693e-05,4.11559e-08,1.5767246e-06,9.845625e-06,1.6322018e-06,0.0055060848,6.316451e-08,2.0843872e-06
animals_split\val\猩猩\86f0095b00.jpg,35,猩猩,35.0,猩猩,86.0,黑猩猩,8.0,大猩猩,1.0,3.011012e-08,4.17677e-06,2.6900493e-08,1.6360191e-08,2.7528467e-06,9.9427986e-08,5.8829524e-08,2.5359599e-09,0.00034193095,1.4847457e-07,3.2260064e-06,8.92161e-07,9.623115e-08,1.4911889e-06,1.1876549e-07,9.6374606e-08,1.0611116e-06,4.955205e-06,1.651064e-07,8.333643e-08,1.4803105e-07,2.0922034e-06,2.5553037e-09,1.1271488e-06,9.227968e-08,2.4829849e-06,8.888303e-07,7.749005e-05,9.375857e-09,5.58872e-06,1.7138333e-05,4.8179635e-07,6.534638e-07,5.8318133e-06,1.1163467e-07,0.99090976,8.465351e-07,1.1636488e-07,3.791744e-06,2.6265656e-07,5.5654073e-08,7.2085186e-07,3.8432383e-05,1.6191347e-08,2.7245455e-06,7.109313e-07,9.216055e-09,1.2666846e-06,1.5879202e-07,5.711452e-09,9.235522e-08,3.8193804e-08,3.1923457e-07,8.834167e-09,3.6708857e-07,1.09749024e-07,1.1943581e-06,1.2150787e-05,1.7003353e-07,3.7802783e-07,8.8398345e-08,3.0847082e-07,1.1932083e-06,1.3009159e-06,1.8291294e-08,7.485829e-09,1.1155763e-05,6.6441305e-07,1.7403804e-07,9.582008e-06,1.19552e-05,5.4074536e-07,5.422707e-06,3.158235e-08,2.1502444e-06,4.4486058e-07,6.1659486e-09,1.2622215e-06,8.3527375e-08,1.8376892e-07,1.857819e-06,2.8825207e-07,2.7140745e-09,1.3771756e-07,4.2147026e-06,2.751923e-06,0.008494769,3.7229695e-09,2.9356011e-08
animals_split\val\猩猩\91cf56279c.jpg,35,猩猩,35.0,猩猩,8.0,大猩猩,86.0,黑猩猩,1.0,8.194417e-09,2.524039e-08,8.02284e-10,3.480869e-10,1.1606654e-08,6.6677764e-08,7.8893336e-10,3.64048e-11,0.0023251732,5.1798486e-09,1.0512091e-08,9.977643e-09,2.3767153e-09,2.65766e-07,1.380329e-08,4.9372073e-10,1.0738291e-08,1.8311448e-08,8.747192e-08,5.400654e-09,1.303468e-09,1.6811542e-08,1.2945189e-09,1.1587875e-08,1.7020024e-09,1.927409e-08,4.5237844e-08,3.092718e-08,2.191429e-09,4.802189e-08,3.435767e-07,4.3129134e-08,1.0101847e-07,1.449169e-07,7.229521e-09,0.99547774,6.443636e-09,5.7848712e-08,2.37151e-07,4.229091e-08,1.5674976e-09,1.03044435e-08,4.1153876e-06,1.7407954e-10,1.0931471e-08,8.925104e-09,3.8053594e-10,3.0780012e-07,4.2291615e-09,5.952524e-10,4.5703024e-09,1.8715735e-10,2.4282985e-08,3.09229e-10,4.430612e-08,1.1145288e-08,5.5114416e-08,1.8857165e-06,2.4005207e-08,1.2036781e-08,3.3444938e-10,2.4658977e-09,1.04310075e-07,3.336821e-07,9.159645e-10,3.482272e-09,4.9876892e-08,1.1606963e-08,6.99479e-10,1.4238186e-07,2.0278089e-08,8.830652e-09,9.138743e-09,2.8077445e-09,6.625522e-08,8.824253e-09,2.245841e-10,8.066498e-09,2.0684143e-09,1.0227351e-09,4.1934193e-08,1.4341548e-08,5.0692513e-11,4.776663e-09,1.5716298e-08,1.4465013e-07,0.0021879592,1.7298499e-10,7.460486e-10
animals_split\val\猪\0f86ae9592.jpg,36,猪,36.0,猪,32.0,狗,37.0,猫,1.0,8.2448815e-07,6.555992e-06,0.003674586,2.7021386e-05,0.00014086007,0.00012152432,7.485314e-06,2.6797863e-05,1.4060278e-06,3.7000205e-05,0.0013261996,0.0018963582,0.00012321892,0.00042527702,0.00016556616,4.114383e-05,4.5465154e-06,0.00094107224,2.489836e-06,0.00016104008,1.9415262e-05,3.5699984e-05,1.7586439e-05,0.0005850861,1.73503e-05,0.00022899982,5.3971644e-06,0.00044878296,4.6117376e-07,0.00020948655,2.722324e-07,8.4211475e-05,0.0068544685,1.2645588e-05,9.5675005e-06,8.277435e-07,0.96283394,0.006691839,5.419666e-05,8.856306e-05,0.000161149,1.2536755e-06,3.6515226e-05,0.0012100443,4.935984e-05,2.5584994e-05,0.0011202698,7.4926133e-06,6.3312323e-06,3.3958395e-06,4.702362e-06,1.0692797e-05,2.6431182e-05,2.5982854e-06,1.9930478e-05,4.2507607e-05,3.2158432e-06,0.00014547816,7.914765e-06,1.5707144e-05,5.3044814e-06,8.9556175e-05,5.702676e-05,9.259451e-06,1.1867235e-05,0.000426041,4.8780923e-05,0.00033043468,0.0008342098,2.3116232e-05,0.0012476089,0.00042477966,2.7954376e-05,0.00011143299,1.6412574e-05,2.1620717e-05,4.2180814e-06,0.0013736399,0.0001269458,0.002499194,6.6165726e-06,0.00016428539,7.5262583e-06,4.5877096e-06,0.00013035517,4.3396726e-06,1.229412e-06,0.001760013,1.3041423e-06
animals_split\val\猪\1cb59d326e.jpg,36,猪,32.0,狗,36.0,猪,69.0,霍加皮,1.0,1.0119278e-06,0.019114459,0.0035496664,6.157851e-05,0.0014247925,0.0008183994,0.00010880807,0.007292687,0.003364297,0.002769296,0.0035538431,0.005295539,2.8993352e-05,0.0106535815,1.1096532e-05,2.8720945e-06,0.008010321,0.0068331175,0.0020597703,5.5667424e-05,0.00014251382,0.006864979,3.3949458e-05,6.62409e-05,3.3141398e-05,0.04072182,0.003542896,0.069533266,0.00013771534,0.0047547007,0.00012496361,0.1053353,0.19028929,0.03216018,0.0030872405,0.0044159256,0.12723531,0.009180112,0.00085836335,0.011136193,3.2669918e-06,1.9695858e-06,0.0011353393,0.00016173022,0.002526619,0.01603169,0.0004308025,9.905046e-05,2.1013452e-06,2.5612138e-08,2.7815638e-06,0.00013296182,8.434715e-06,1.4733799e-06,3.292284e-05,1.6238968e-05,4.6693953e-07,0.029843325,2.4873677e-07,5.6489907e-06,0.00013586061,0.021625802,0.0012172016,0.0007475891,0.0009947594,0.00086107885,0.0011296174,0.08361414,0.00013148322,0.12537266,0.005923218,0.00049332995,0.0027220026,0.002042691,2.1545578e-05,0.000105261024,4.9194655e-06,0.008734265,4.1241594e-05,3.1080002e-05,0.00029117492,2.8068269e-05,1.5766441e-06,5.034053e-06,0.0064164195,1.2387768e-05,0.0007627179,0.0013955499,3.634938e-05
animals_split\val\猪\3b7eb74038.jpg,36,猪,70.0,马,43.0,羊,72.0,驴,0.0,7.473374e-05,8.491284e-06,0.00018695067,0.00013996924,7.708583e-05,9.653011e-05,0.00013449675,0.0006542788,5.674336e-06,0.0006301543,0.03663369,0.025768382,0.0003603917,0.00028543227,4.6754252e-05,0.00017352303,8.010851e-05,0.0021865242,2.2193212e-06,0.00028047373,0.0005937267,0.00012343503,2.4501505e-05,0.0012782742,0.0016658179,4.6182013e-05,2.999164e-06,0.034344442,1.4297551e-06,0.030280767,1.946272e-06,0.0004726069,0.0027787657,0.0015533855,0.00019338775,4.3323807e-06,0.036484484,0.0038060725,0.0003331083,6.495594e-05,3.0543255e-05,1.8575867e-06,7.127431e-05,0.084014796,0.000752006,9.615799e-05,0.00014689664,5.7691873e-06,1.1441669e-05,6.5408194e-06,2.0260168e-05,1.1969378e-05,0.00013055716,2.6633723e-05,4.611762e-05,7.07237e-05,1.00217085e-05,0.0002780356,3.6664894e-06,8.910853e-05,8.2496765e-05,2.2930164e-05,0.00022196125,9.945891e-06,0.00010200912,3.7890128e-05,0.0018604732,0.00030102264,0.00020250403,0.00039789025,0.6449768,0.009758698,0.055066735,0.0008223504,0.00011243991,0.0017368254,0.0004499903,0.0024594048,0.0010412177,0.010167158,7.6100754e-05,7.826086e-05,0.0009158255,0.00015606912,0.00063667755,0.00025602218,1.5373463e-06,0.00032674547,1.7206343e-05
animals_split\val\猪\3bd7ae1ea5.jpg,36,猪,36.0,猪,67.0,野猪,11.0,山羊,1.0,4.103997e-09,3.2531895e-07,1.9142023e-08,8.097702e-09,8.505185e-08,2.647479e-07,2.3278195e-08,9.941431e-07,6.244399e-09,8.732334e-06,5.1268915e-05,0.0011168284,1.512943e-07,7.994714e-08,1.565531e-07,5.3303733e-08,6.441506e-07,4.49817e-05,4.6182547e-09,8.790727e-09,1.2071324e-07,1.7853171e-06,1.5660348e-08,1.8818852e-08,1.3860577e-07,8.868394e-06,4.6014037e-07,1.075393e-05,1.5202802e-09,6.1761402e-06,3.854466e-09,8.158151e-08,5.2185806e-07,5.310633e-09,8.6731326e-08,3.2205272e-09,0.9952389,1.797102e-08,1.946313e-08,9.593721e-06,5.0640208e-09,5.198892e-10,5.532635e-08,0.00012520982,2.3957188e-08,9.319673e-08,1.9284082e-06,2.5410457e-06,9.738241e-10,2.1710878e-11,1.1010006e-08,1.5202549e-08,3.819102e-07,1.6559056e-08,8.2085266e-10,2.9952099e-09,9.1047814e-10,3.4599207e-06,1.3757469e-10,2.1461878e-10,3.9107565e-08,0.00013992283,1.6704299e-06,5.266266e-07,9.27346e-09,0.00012032495,9.459416e-08,0.002747299,5.2470032e-08,4.1288357e-07,1.0371282e-06,7.669024e-07,4.9058103e-06,2.2373872e-06,1.594304e-09,2.4665505e-07,2.6623557e-08,3.6341552e-07,3.1640886e-07,0.000298776,2.790658e-07,2.8875297e-08,3.7805488e-09,2.0661855e-07,3.421512e-05,1.4013661e-08,3.6140555e-06,6.644008e-06,5.063564e-10
animals_split\val\猪\4da3e2d5cd.jpg,36,猪,36.0,猪,43.0,羊,11.0,山羊,1.0,7.068169e-10,1.0889858e-08,0.00016602123,3.6412594e-08,1.1978314e-05,3.318997e-05,1.9183011e-07,7.765527e-07,7.164278e-10,1.8621701e-07,9.121402e-06,0.000634911,3.446665e-07,9.151079e-06,9.227827e-07,6.087666e-08,9.249744e-08,4.1056586e-07,3.6486805e-10,7.4241495e-07,3.0320685e-08,1.1265577e-07,5.2646183e-08,5.2903897e-07,6.586229e-08,8.144806e-06,9.052655e-08,2.7605577e-07,1.8277118e-09,1.1678234e-06,1.4705809e-09,7.002799e-08,1.3838401e-06,5.7147953e-09,3.3463647e-07,3.2167327e-10,0.9980089,1.7414446e-06,3.6193802e-07,3.4605375e-07,1.5115785e-06,1.9293624e-09,1.11884766e-07,0.0007332456,4.8896183e-08,7.961281e-09,6.270601e-05,2.9965653e-07,6.2961147e-09,1.053874e-08,9.751538e-09,2.0212305e-08,1.105788e-06,1.16242544e-08,3.5041952e-09,5.2011007e-08,2.1540979e-08,4.494218e-07,8.068423e-10,2.48698e-09,2.7613357e-08,3.747297e-05,1.1631396e-06,7.2611664e-07,1.9599408e-08,2.1233132e-05,2.364829e-07,8.822091e-05,1.7967377e-06,6.645166e-09,9.548852e-06,7.3315186e-06,1.7088731e-06,3.8211547e-07,5.0587445e-08,5.8883156e-08,1.9986924e-08,4.47709e-05,3.6894555e-06,2.3979499e-05,8.525816e-08,2.713164e-06,3.030276e-08,7.510298e-08,3.7185944e-06,7.730982e-09,3.5602064e-09,5.958683e-05,1.3503795e-09
animals_split\val\猪\5ca842321d.jpg,36,猪,36.0,猪,65.0,负鼠,2.0,仓鼠,1.0,1.10528234e-07,8.677604e-06,0.00575511,3.812917e-05,0.00011077575,0.0026634918,5.064122e-06,6.722244e-06,1.15195846e-07,4.6891655e-06,0.0013721829,0.0008138975,1.24627595e-05,0.000110673325,3.8819402e-05,6.931664e-06,0.0001782548,6.6370034e-05,1.206871e-06,2.7107571e-05,2.8682778e-06,3.1524934e-05,5.9284625e-06,0.00022097555,2.7475528e-06,0.000120788085,9.674711e-05,4.561197e-05,2.6124468e-07,3.2228254e-06,5.1718416e-07,1.1807147e-05,0.00071078894,3.628219e-06,2.547891e-05,9.5201494e-07,0.96476704,4.7879912e-05,9.01253e-06,0.0003092688,8.433191e-06,2.9796414e-07,2.603234e-06,0.0009468212,3.187448e-06,6.7039723e-06,0.0013874347,0.00034272706,3.058857e-07,7.333755e-08,1.3315941e-06,8.910713e-07,4.7572435e-06,7.13563e-07,2.8676843e-06,4.1232042e-06,1.9731626e-06,6.423005e-06,5.774111e-08,4.442384e-07,3.314407e-05,0.0002326194,3.431095e-06,7.279957e-05,8.681002e-07,0.017002033,6.914722e-06,0.00045592993,7.080581e-05,1.1678122e-06,5.1896433e-05,3.8273618e-05,2.3758286e-05,4.9470782e-05,1.1750857e-05,9.211784e-06,6.34277e-06,0.00030968938,0.0001560994,0.0001961523,3.9852504e-05,6.2640196e-05,4.6102805e-06,1.8348917e-05,1.9553025e-05,6.00603e-07,7.744446e-06,0.00075189315,2.2682457e-06
